run_id,lactinv_sample_id,bmc_sample_id,lane1,lane2
230202YilA,202304659,D23-115070,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115070-1-6110F/230202YilA_D23-115070-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115070-2-6110F/230202YilA_D23-115070-2_phiX_bestmap.bam
230202YilA,202304662,D23-115071,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115071-1-6110F/230202YilA_D23-115071-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115071-2-6110F/230202YilA_D23-115071-2_phiX_bestmap.bam
230202YilA,202305796,D23-115072,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115072-1-6110F/230202YilA_D23-115072-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115072-2-6110F/230202YilA_D23-115072-2_phiX_bestmap.bam
230202YilA,202305803,D23-115073,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115073-1-6110F/230202YilA_D23-115073-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115073-2-6110F/230202YilA_D23-115073-2_phiX_bestmap.bam
230202YilA,202305807,D23-115074,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115074-1-6110F/230202YilA_D23-115074-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115074-2-6110F/230202YilA_D23-115074-2_phiX_bestmap.bam
230202YilA,202305811,D23-115075,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115075-1-6110F/230202YilA_D23-115075-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115075-2-6110F/230202YilA_D23-115075-2_phiX_bestmap.bam
230202YilA,202307008,D23-115076,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115076-1-6110F/230202YilA_D23-115076-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115076-2-6110F/230202YilA_D23-115076-2_phiX_bestmap.bam
230202YilA,202306949,D23-115077,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115077-1-6110F/230202YilA_D23-115077-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115077-2-6110F/230202YilA_D23-115077-2_phiX_bestmap.bam
230202YilA,202306036,D23-115078,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115078-1-6110F/230202YilA_D23-115078-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115078-2-6110F/230202YilA_D23-115078-2_phiX_bestmap.bam
230202YilA,202305044,D23-115079,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115079-1-6110F/230202YilA_D23-115079-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115079-2-6110F/230202YilA_D23-115079-2_phiX_bestmap.bam
230202YilA,202304725,D23-115080,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115080-1-6110F/230202YilA_D23-115080-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115080-2-6110F/230202YilA_D23-115080-2_phiX_bestmap.bam
230202YilA,202304729,D23-115081,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115081-1-6110F/230202YilA_D23-115081-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115081-2-6110F/230202YilA_D23-115081-2_phiX_bestmap.bam
230202YilA,202305871,D23-115082,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115082-1-6110F/230202YilA_D23-115082-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115082-2-6110F/230202YilA_D23-115082-2_phiX_bestmap.bam
230202YilA,202305876,D23-115083,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115083-1-6110F/230202YilA_D23-115083-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115083-2-6110F/230202YilA_D23-115083-2_phiX_bestmap.bam
230202YilA,202304736,D23-115084,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115084-1-6110F/230202YilA_D23-115084-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115084-2-6110F/230202YilA_D23-115084-2_phiX_bestmap.bam
230202YilA,202304742,D23-115085,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115085-1-6110F/230202YilA_D23-115085-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115085-2-6110F/230202YilA_D23-115085-2_phiX_bestmap.bam
230202YilA,202304747,D23-115086,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115086-1-6110F/230202YilA_D23-115086-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115086-2-6110F/230202YilA_D23-115086-2_phiX_bestmap.bam
230202YilA,202305879,D23-115087,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115087-1-6110F/230202YilA_D23-115087-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115087-2-6110F/230202YilA_D23-115087-2_phiX_bestmap.bam
230202YilA,202305882,D23-115088,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115088-1-6110F/230202YilA_D23-115088-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115088-2-6110F/230202YilA_D23-115088-2_phiX_bestmap.bam
230202YilA,202305885,D23-115089,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115089-1-6110F/230202YilA_D23-115089-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115089-2-6110F/230202YilA_D23-115089-2_phiX_bestmap.bam
230202YilA,202304757,D23-115090,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115090-1-6110F/230202YilA_D23-115090-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115090-2-6110F/230202YilA_D23-115090-2_phiX_bestmap.bam
230202YilA,202304762,D23-115091,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115091-1-6110F/230202YilA_D23-115091-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115091-2-6110F/230202YilA_D23-115091-2_phiX_bestmap.bam
230202YilA,202305890,D23-115092,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115092-1-6110F/230202YilA_D23-115092-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115092-2-6110F/230202YilA_D23-115092-2_phiX_bestmap.bam
230202YilA,202304767,D23-115093,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115093-1-6110F/230202YilA_D23-115093-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115093-2-6110F/230202YilA_D23-115093-2_phiX_bestmap.bam
230202YilA,202306565,D23-115094,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115094-1-6110F/230202YilA_D23-115094-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115094-2-6110F/230202YilA_D23-115094-2_phiX_bestmap.bam
230202YilA,202306537,D23-115095,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115095-1-6110F/230202YilA_D23-115095-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115095-2-6110F/230202YilA_D23-115095-2_phiX_bestmap.bam
230202YilA,202309014,D23-115096,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115096-1-6110F/230202YilA_D23-115096-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115096-2-6110F/230202YilA_D23-115096-2_phiX_bestmap.bam
230202YilA,202305123,D23-115097,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115097-1-6110F/230202YilA_D23-115097-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115097-2-6110F/230202YilA_D23-115097-2_phiX_bestmap.bam
230202YilA,202306134,D23-115098,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115098-1-6110F/230202YilA_D23-115098-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115098-2-6110F/230202YilA_D23-115098-2_phiX_bestmap.bam
230202YilA,202305118,D23-115099,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115099-1-6110F/230202YilA_D23-115099-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115099-2-6110F/230202YilA_D23-115099-2_phiX_bestmap.bam
230202YilA,202306127,D23-115100,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115100-1-6110F/230202YilA_D23-115100-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115100-2-6110F/230202YilA_D23-115100-2_phiX_bestmap.bam
230202YilA,202306152,D23-115101,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115101-1-6110F/230202YilA_D23-115101-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115101-2-6110F/230202YilA_D23-115101-2_phiX_bestmap.bam
230202YilA,202306158,D23-115102,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115102-1-6110F/230202YilA_D23-115102-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115102-2-6110F/230202YilA_D23-115102-2_phiX_bestmap.bam
230202YilA,202304838,D23-115103,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115103-1-6110F/230202YilA_D23-115103-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115103-2-6110F/230202YilA_D23-115103-2_phiX_bestmap.bam
230202YilA,202304834,D23-115104,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115104-1-6110F/230202YilA_D23-115104-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115104-2-6110F/230202YilA_D23-115104-2_phiX_bestmap.bam
230202YilA,202305108,D23-115105,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115105-1-6110F/230202YilA_D23-115105-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115105-2-6110F/230202YilA_D23-115105-2_phiX_bestmap.bam
230202YilA,202308957,D23-115106,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115106-1-6110F/230202YilA_D23-115106-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115106-2-6110F/230202YilA_D23-115106-2_phiX_bestmap.bam
230202YilA,202305079,D23-115107,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115107-1-6110F/230202YilA_D23-115107-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115107-2-6110F/230202YilA_D23-115107-2_phiX_bestmap.bam
230202YilA,202305067,D23-115108,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115108-1-6110F/230202YilA_D23-115108-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115108-2-6110F/230202YilA_D23-115108-2_phiX_bestmap.bam
230202YilA,202306149,D23-115109,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115109-1-6110F/230202YilA_D23-115109-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115109-2-6110F/230202YilA_D23-115109-2_phiX_bestmap.bam
230202YilA,202306138,D23-115110,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115110-1-6110F/230202YilA_D23-115110-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115110-2-6110F/230202YilA_D23-115110-2_phiX_bestmap.bam
230202YilA,202305088,D23-115111,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115111-1-6110F/230202YilA_D23-115111-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115111-2-6110F/230202YilA_D23-115111-2_phiX_bestmap.bam
230202YilA,202309009,D23-115112,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115112-1-6110F/230202YilA_D23-115112-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115112-2-6110F/230202YilA_D23-115112-2_phiX_bestmap.bam
230202YilA,202309266,D23-115113,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115113-1-6110F/230202YilA_D23-115113-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115113-2-6110F/230202YilA_D23-115113-2_phiX_bestmap.bam
230202YilA,202309022,D23-115114,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115114-1-6110F/230202YilA_D23-115114-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115114-2-6110F/230202YilA_D23-115114-2_phiX_bestmap.bam
230202YilA,202308952,D23-115115,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115115-1-6110F/230202YilA_D23-115115-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115115-2-6110F/230202YilA_D23-115115-2_phiX_bestmap.bam
230202YilA,202305073,D23-115116,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115116-1-6110F/230202YilA_D23-115116-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115116-2-6110F/230202YilA_D23-115116-2_phiX_bestmap.bam
230202YilA,202305091,D23-115117,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115117-1-6110F/230202YilA_D23-115117-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115117-2-6110F/230202YilA_D23-115117-2_phiX_bestmap.bam
230202YilA,202305103,D23-115118,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115118-1-6110F/230202YilA_D23-115118-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115118-2-6110F/230202YilA_D23-115118-2_phiX_bestmap.bam
230202YilA,202306085,D23-115119,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115119-1-6110F/230202YilA_D23-115119-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115119-2-6110F/230202YilA_D23-115119-2_phiX_bestmap.bam
230202YilA,202306060,D23-115120,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115120-1-6110F/230202YilA_D23-115120-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115120-2-6110F/230202YilA_D23-115120-2_phiX_bestmap.bam
230202YilA,202305085,D23-115121,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115121-1-6110F/230202YilA_D23-115121-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115121-2-6110F/230202YilA_D23-115121-2_phiX_bestmap.bam
230202YilA,202309293,D23-115122,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115122-1-6110F/230202YilA_D23-115122-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115122-2-6110F/230202YilA_D23-115122-2_phiX_bestmap.bam
230202YilA,202309260,D23-115123,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115123-1-6110F/230202YilA_D23-115123-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115123-2-6110F/230202YilA_D23-115123-2_phiX_bestmap.bam
230202YilA,202309263,D23-115124,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115124-1-6110F/230202YilA_D23-115124-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115124-2-6110F/230202YilA_D23-115124-2_phiX_bestmap.bam
230202YilA,202308948,D23-115125,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115125-1-6110F/230202YilA_D23-115125-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115125-2-6110F/230202YilA_D23-115125-2_phiX_bestmap.bam
230202YilA,202306594,D23-115126,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115126-1-6110F/230202YilA_D23-115126-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115126-2-6110F/230202YilA_D23-115126-2_phiX_bestmap.bam
230202YilA,202305550,D23-115127,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115127-1-6110F/230202YilA_D23-115127-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115127-2-6110F/230202YilA_D23-115127-2_phiX_bestmap.bam
230202YilA,202305538,D23-115128,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115128-1-6110F/230202YilA_D23-115128-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115128-2-6110F/230202YilA_D23-115128-2_phiX_bestmap.bam
230202YilA,202306525,D23-115129,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115129-1-6110F/230202YilA_D23-115129-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115129-2-6110F/230202YilA_D23-115129-2_phiX_bestmap.bam
230202YilA,202309243,D23-115130,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115130-1-6110F/230202YilA_D23-115130-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115130-2-6110F/230202YilA_D23-115130-2_phiX_bestmap.bam
230202YilA,202309045,D23-115131,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115131-1-6110F/230202YilA_D23-115131-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115131-2-6110F/230202YilA_D23-115131-2_phiX_bestmap.bam
230202YilA,202306542,D23-115132,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115132-1-6110F/230202YilA_D23-115132-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115132-2-6110F/230202YilA_D23-115132-2_phiX_bestmap.bam
230202YilA,202306520,D23-115133,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115133-1-6110F/230202YilA_D23-115133-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115133-2-6110F/230202YilA_D23-115133-2_phiX_bestmap.bam
230202YilA,202305633,D23-115134,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115134-1-6110F/230202YilA_D23-115134-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115134-2-6110F/230202YilA_D23-115134-2_phiX_bestmap.bam
230202YilA,202305622,D23-115135,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115135-1-6110F/230202YilA_D23-115135-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115135-2-6110F/230202YilA_D23-115135-2_phiX_bestmap.bam
230202YilA,202305631,D23-115136,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115136-1-6110F/230202YilA_D23-115136-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115136-2-6110F/230202YilA_D23-115136-2_phiX_bestmap.bam
230202YilA,202304751,D23-115137,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115137-1-6110F/230202YilA_D23-115137-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115137-2-6110F/230202YilA_D23-115137-2_phiX_bestmap.bam
230202YilA,202302859,D23-115138,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115138-1-6110F/230202YilA_D23-115138-1_phiX_bestmap.bam,/n/groups/kwon/data1/sequencing_run_archive_DO_NOT_EDIT/2023_02_02_NovaSeq/230202YilA/D23-115138-2-6110F/230202YilA_D23-115138-2_phiX_bestmap.bam
