user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
LV2B000041	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.86	0.745	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.56, 0.477; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.94, 0.47; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.89, 0.468	N/A	N/A	N/A	N/A
LV2B000042	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.05	0.75	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.37, 0.474; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.98, 0.467; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.04, 0.47	N/A	N/A	N/A	N/A
LV2B000043	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.86	0.753	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.56, 0.473; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.04, 0.47; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.99, 0.468	N/A	N/A	N/A	N/A
LV2B000044	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.97	0.75	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.67, 0.484; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.47; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.91, 0.469	N/A	N/A	N/A	N/A
LV2B000045	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	GCF_001436455.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	99.95	0.953	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_007095465.1, s__Lactobacillus mulieris, 95.0, 89.25, 0.663; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 88.52, 0.405	N/A	N/A	N/A	N/A
LV2B000046	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	GCF_001436455.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	99.95	0.953	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_007095465.1, s__Lactobacillus mulieris, 95.0, 89.3, 0.669; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 88.29, 0.409	N/A	N/A	N/A	N/A
LV2B000047	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	GCF_001436455.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	99.95	0.953	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_007095465.1, s__Lactobacillus mulieris, 95.0, 89.3, 0.664; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 88.48, 0.411	N/A	N/A	N/A	N/A
LV2B000048	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	GCF_001436455.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus jensenii	99.95	0.953	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 88.33, 0.416; GCF_007095465.1, s__Lactobacillus mulieris, 95.0, 89.24, 0.666	N/A	N/A	N/A	N/A
LV2B000049	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	GCF_900636965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	99.84	0.959	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000050	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	GCF_900636965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	99.85	0.96	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000051	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	99.97	0.951	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 85.73, 0.473; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 85.91, 0.538; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 86.39, 0.521; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 85.29, 0.532; GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 93.88, 0.873; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 88.52, 0.662; GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 85.23, 0.512; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 85.94, 0.527; GCF_014058685.1, s__Lactobacillus sp910589675, 96.93, 85.51, 0.531; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 86.7, 0.531	N/A	N/A	N/A	N/A
LV2B000052	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	99.97	0.951	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 85.74, 0.473; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 85.99, 0.542; GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 93.9, 0.873; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 86.39, 0.521; GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 85.26, 0.512; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 85.95, 0.521; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 88.46, 0.657; GCF_014058685.1, s__Lactobacillus sp910589675, 96.93, 85.76, 0.531; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 85.3, 0.533; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 86.71, 0.533	N/A	N/A	N/A	N/A
LV2B000053	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	99.97	0.952	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 85.73, 0.474; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 85.92, 0.539; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 85.3, 0.532; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 85.91, 0.519; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 88.42, 0.653; GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 93.9, 0.875; GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 85.28, 0.513; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 86.4, 0.522; GCF_014058685.1, s__Lactobacillus sp910589675, 96.93, 85.6, 0.529; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 86.71, 0.532	N/A	N/A	N/A	N/A
LV2B000054	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	99.97	0.952	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 85.74, 0.474; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 86.0, 0.538; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 86.4, 0.522; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 88.46, 0.659; GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 85.28, 0.513; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 86.71, 0.532; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 86.06, 0.523; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 85.3, 0.532; GCF_014058685.1, s__Lactobacillus sp910589675, 96.93, 85.65, 0.529; GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 93.9, 0.872	N/A	N/A	N/A	N/A
LV2B000055	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	99.97	0.952	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 85.74, 0.474; GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 93.9, 0.874; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 85.3, 0.532; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 86.4, 0.522; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 85.91, 0.538; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 88.42, 0.655; GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 85.28, 0.513; GCF_014058685.1, s__Lactobacillus sp910589675, 96.93, 85.51, 0.531; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 86.71, 0.533; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 85.97, 0.525	N/A	N/A	N/A	N/A
LV2B000056	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.96	0.751	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.56, 0.476; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.94, 0.469; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.97, 0.465	N/A	N/A	N/A	N/A
LV2B000057	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.98	0.752	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.58, 0.477; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.04, 0.469; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.94, 0.472	N/A	N/A	N/A	N/A
LV2B000058	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.05	0.752	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.58, 0.48; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.04, 0.469; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.97, 0.466	N/A	N/A	N/A	N/A
LV2B000059	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.93	0.752	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.58, 0.475; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.04, 0.469; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.01, 0.468	N/A	N/A	N/A	N/A
LV2B000060	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.99	0.751	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.31, 0.478; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.04, 0.469; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.9, 0.464	N/A	N/A	N/A	N/A
LV2B000061	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum	GCF_013394085.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum	97.66	0.835	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000062	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum	GCF_013394085.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum	97.66	0.833	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000063	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.94	0.755	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.73, 0.474; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.03, 0.469; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.97, 0.468	N/A	N/A	N/A	N/A
LV2B000064	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.96	0.75	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.56, 0.476; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.94, 0.469; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.88, 0.468	N/A	N/A	N/A	N/A
LV2B000065	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.9	0.736	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.8, 0.471; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.04, 0.47; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.05, 0.459	N/A	N/A	N/A	N/A
LV2B000066	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.89	0.735	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.04, 0.47; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.56, 0.472; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.9, 0.454	N/A	N/A	N/A	N/A
LV2B000067	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.93	0.739	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.04, 0.469; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.7, 0.473; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.06, 0.461	N/A	N/A	N/A	N/A
LV2B000068	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.89	0.751	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.3, 0.479; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.94, 0.47; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.98, 0.467	N/A	N/A	N/A	N/A
LV2B000069	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.98	0.746	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.58, 0.481; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.47; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.89, 0.464	N/A	N/A	N/A	N/A
LV2B000070	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.93	0.75	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.7, 0.477; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.94, 0.467; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.04, 0.47	N/A	N/A	N/A	N/A
LV2B000071	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.01	0.75	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.71, 0.476; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.47; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.93, 0.466	N/A	N/A	N/A	N/A
LV2B000072	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.89	0.748	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.62, 0.476; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 93.95, 0.47; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.91, 0.467	N/A	N/A	N/A	N/A
LV2B000073	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum	GCF_013394085.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum	97.59	0.837	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
LV2B000074	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.0	0.728	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.75, 0.48; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.28, 0.472; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.05, 0.457	N/A	N/A	N/A	N/A
LV2B000075	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.11	0.727	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.75, 0.481; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.09, 0.459; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.28, 0.472	N/A	N/A	N/A	N/A
LV2B000076	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.82	0.732	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.79, 0.485; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.15, 0.471; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.13, 0.439	N/A	N/A	N/A	N/A
LV2B000077	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.86	0.735	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.79, 0.486; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.15, 0.471; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.17, 0.442	N/A	N/A	N/A	N/A
LV2B000078	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.76	0.732	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.79, 0.485; GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.16, 0.471; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.26, 0.44	N/A	N/A	N/A	N/A
