user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
LV2B000099	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.96	0.768	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.96	0.768	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.0, 0.47; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.65, 0.481; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.99, 0.491; GCF_002706375.1, s__Lactobacillus amylovorus, 95.0, 83.85, 0.213; GCF_000615285.1, s__Lactobacillus kitasatonis, 95.0, 83.42, 0.246; GCF_001434975.1, s__Lactobacillus gallinarum, 95.0, 83.13, 0.271; GCF_001436305.1, s__Lactobacillus ultunensis, 95.0, 82.82, 0.209; GCF_000160855.1, s__Lactobacillus helveticus, 95.0, 82.74, 0.217; GCF_902491705.1, s__Lactobacillus sp902491705, 95.0, 82.71, 0.203; GCF_900103655.1, s__Lactobacillus kefiranofaciens, 95.0, 82.56, 0.206; GCF_034298135.1, s__Lactobacillus acidophilus, 95.0, 82.1, 0.223	95.39	11	N/A	N/A
LV2B000100	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.04	0.741	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.04	0.741	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 94.13, 0.468; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.61, 0.48; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.85, 0.449; GCF_000615285.1, s__Lactobacillus kitasatonis, 95.0, 83.68, 0.246; GCF_002706375.1, s__Lactobacillus amylovorus, 95.0, 83.6, 0.211; GCF_001434975.1, s__Lactobacillus gallinarum, 95.0, 83.35, 0.269; GCF_000160855.1, s__Lactobacillus helveticus, 95.0, 82.71, 0.215; GCF_900103655.1, s__Lactobacillus kefiranofaciens, 95.0, 82.55, 0.195; GCF_001436305.1, s__Lactobacillus ultunensis, 95.0, 82.45, 0.215; GCF_902491705.1, s__Lactobacillus sp902491705, 95.0, 82.45, 0.187; GCF_034298135.1, s__Lactobacillus acidophilus, 95.0, 82.1, 0.222	92.93	11	N/A	N/A
LV2B000101	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.56	0.912	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.56	0.912	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.8, 0.526; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.43, 0.699; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 83.28, 0.311	95.33	11	N/A	N/A
LV2B000102	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.52	0.918	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.52	0.918	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.8, 0.526; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.43, 0.699; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 83.4, 0.318	95.33	11	N/A	N/A
LV2B000103	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.48	0.912	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.48	0.912	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.8, 0.526; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.42, 0.697; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 83.29, 0.313	95.33	11	N/A	N/A
LV2B000104	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.51	0.918	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.51	0.918	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.8, 0.526; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.43, 0.699; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 83.5, 0.31	95.33	11	N/A	N/A
LV2B000105	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.41	0.846	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.41	0.846	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 92.61, 0.423; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.89, 0.508; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.96, 0.499; GCF_001434975.1, s__Lactobacillus gallinarum, 95.0, 83.84, 0.282; GCF_000615285.1, s__Lactobacillus kitasatonis, 95.0, 83.48, 0.27; GCF_002706375.1, s__Lactobacillus amylovorus, 95.0, 83.31, 0.231; GCF_001436305.1, s__Lactobacillus ultunensis, 95.0, 82.39, 0.232; GCF_000160855.1, s__Lactobacillus helveticus, 95.0, 82.29, 0.219; GCF_900103655.1, s__Lactobacillus kefiranofaciens, 95.0, 82.23, 0.206; GCF_034298135.1, s__Lactobacillus acidophilus, 95.0, 82.16, 0.226; GCF_902491705.1, s__Lactobacillus sp902491705, 95.0, 82.04, 0.219	95.41	11	N/A	N/A
LV2B000106	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.41	0.847	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.41	0.847	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 92.61, 0.422; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.85, 0.51; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.83, 0.501; GCF_001434975.1, s__Lactobacillus gallinarum, 95.0, 83.78, 0.285; GCF_002706375.1, s__Lactobacillus amylovorus, 95.0, 83.51, 0.231; GCF_000615285.1, s__Lactobacillus kitasatonis, 95.0, 83.34, 0.271; GCF_000160855.1, s__Lactobacillus helveticus, 95.0, 82.39, 0.219; GCF_900103655.1, s__Lactobacillus kefiranofaciens, 95.0, 82.38, 0.203; GCF_001436305.1, s__Lactobacillus ultunensis, 95.0, 82.2, 0.232; GCF_034298135.1, s__Lactobacillus acidophilus, 95.0, 82.01, 0.222; GCF_902491705.1, s__Lactobacillus sp902491705, 95.0, 81.94, 0.217	96.25	11	N/A	N/A
LV2B000107	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.32	0.844	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.32	0.844	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 92.61, 0.422; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.85, 0.51; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.06, 0.505; GCF_000615285.1, s__Lactobacillus kitasatonis, 95.0, 83.66, 0.268; GCF_001434975.1, s__Lactobacillus gallinarum, 95.0, 83.59, 0.281; GCF_002706375.1, s__Lactobacillus amylovorus, 95.0, 83.59, 0.231; GCF_001436305.1, s__Lactobacillus ultunensis, 95.0, 82.35, 0.23; GCF_000160855.1, s__Lactobacillus helveticus, 95.0, 82.29, 0.216; GCF_902491705.1, s__Lactobacillus sp902491705, 95.0, 82.0, 0.216; GCF_034298135.1, s__Lactobacillus acidophilus, 95.0, 81.86, 0.227; GCF_900103655.1, s__Lactobacillus kefiranofaciens, 95.0, 81.72, 0.206	95.41	11	N/A	N/A
LV2B000108	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.34	0.844	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.34	0.844	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 92.61, 0.423; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.88, 0.508; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.93, 0.502; GCF_001434975.1, s__Lactobacillus gallinarum, 95.0, 83.9, 0.277; GCF_002706375.1, s__Lactobacillus amylovorus, 95.0, 83.42, 0.229; GCF_000615285.1, s__Lactobacillus kitasatonis, 95.0, 83.39, 0.268; GCF_000160855.1, s__Lactobacillus helveticus, 95.0, 82.38, 0.218; GCF_001436305.1, s__Lactobacillus ultunensis, 95.0, 82.35, 0.229; GCF_902491705.1, s__Lactobacillus sp902491705, 95.0, 82.18, 0.217; GCF_034298135.1, s__Lactobacillus acidophilus, 95.0, 82.02, 0.225; GCF_900103655.1, s__Lactobacillus kefiranofaciens, 95.0, 82.0, 0.208	95.41	11	N/A	N/A
LV2B000109	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.34	0.842	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	98.34	0.842	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 92.61, 0.422; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 90.85, 0.51; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 87.99, 0.501; GCF_001434975.1, s__Lactobacillus gallinarum, 95.0, 83.6, 0.281; GCF_002706375.1, s__Lactobacillus amylovorus, 95.0, 83.47, 0.223; GCF_000615285.1, s__Lactobacillus kitasatonis, 95.0, 83.45, 0.266; GCF_001436305.1, s__Lactobacillus ultunensis, 95.0, 82.36, 0.225; GCF_902491705.1, s__Lactobacillus sp902491705, 95.0, 82.24, 0.214; GCF_000160855.1, s__Lactobacillus helveticus, 95.0, 82.18, 0.217; GCF_034298135.1, s__Lactobacillus acidophilus, 95.0, 82.07, 0.227; GCF_900103655.1, s__Lactobacillus kefiranofaciens, 95.0, 81.84, 0.204	95.41	11	N/A	N/A
LV2B000110	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	98.73	0.897	GCF_000014425.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	98.73	0.897	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003584685.1, s__Lactobacillus paragasseri, 95.0, 94.04, 0.832; GCF_947539375.1, s__Lactobacillus isalae, 95.0, 87.98, 0.627; GCA_945980025.1, s__Lactobacillus sp945980025, 95.0, 87.29, 0.314; GCA_947568765.1, s__Lactobacillus sp947568765, 95.0, 86.39, 0.511; GCF_001436695.1, s__Lactobacillus taiwanensis, 95.0, 86.37, 0.504; GCA_946579245.1, s__Lactobacillus sp946579245, 95.0, 86.18, 0.331; GCF_032376765.1, s__Lactobacillus sp910589175, 95.0, 86.04, 0.513; GCF_000159355.1, s__Lactobacillus johnsonii, 95.0, 85.94, 0.529; GCF_948948975.1, s__Lactobacillus sp948948975, 95.0, 85.88, 0.495; GCF_013487865.1, s__Lactobacillus johnsonii_A, 95.19, 85.75, 0.482; GCA_949888035.1, s__Lactobacillus johnsonii_B, 95.0, 85.71, 0.273; GCA_947565635.1, s__Lactobacillus sp947565635, 95.0, 85.54, 0.455; GCF_014058685.1, s__Lactobacillus sp910589675, 96.93, 85.48, 0.508; GCA_947641735.1, s__Lactobacillus sp947641735, 95.0, 85.06, 0.431	95.53	11	N/A	N/A
LV2B000111	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.6	0.961	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.6	0.961	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 95.99, 0.464; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.25, 0.686; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 83.53, 0.305	95.55	11	N/A	N/A
LV2B000112	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.63	0.961	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.63	0.961	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 95.99, 0.464; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.24, 0.687; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 83.7, 0.309	95.55	11	N/A	N/A
LV2B000113	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.6	0.961	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.6	0.961	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 95.99, 0.464; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.24, 0.687; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 83.69, 0.305	95.55	11	N/A	N/A
LV2B000114	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.6	0.961	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.6	0.961	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.0, 0.464; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.25, 0.686; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 83.56, 0.309	95.55	11	N/A	N/A
LV2B000115	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.63	0.962	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.63	0.962	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 95.99, 0.464; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.24, 0.687; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 83.57, 0.299	95.55	11	N/A	N/A
LV2B000116	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.99	0.789	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.99	0.789	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 92.69, 0.418; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 91.32, 0.478; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.06, 0.491; GCF_001434975.1, s__Lactobacillus gallinarum, 95.0, 83.64, 0.271; GCF_000615285.1, s__Lactobacillus kitasatonis, 95.0, 83.6, 0.243; GCF_000160855.1, s__Lactobacillus helveticus, 95.0, 83.46, 0.212; GCF_002706375.1, s__Lactobacillus amylovorus, 95.0, 83.36, 0.207; GCF_900103655.1, s__Lactobacillus kefiranofaciens, 95.0, 82.85, 0.223; GCF_902491705.1, s__Lactobacillus sp902491705, 95.0, 82.76, 0.206; GCF_001436305.1, s__Lactobacillus ultunensis, 95.0, 82.51, 0.214; GCF_034298135.1, s__Lactobacillus acidophilus, 95.0, 82.19, 0.208	95.41	11	N/A	N/A
LV2B000117	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.98	0.792	GCF_018987235.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	97.98	0.792	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 92.7, 0.417; GCA_930989465.1, s__Lactobacillus sp930989465, 95.0, 91.44, 0.478; GCF_947367125.1, s__Lactobacillus sp947367125, 95.0, 88.27, 0.49; GCF_001434975.1, s__Lactobacillus gallinarum, 95.0, 83.58, 0.271; GCF_002706375.1, s__Lactobacillus amylovorus, 95.0, 83.56, 0.207; GCF_000615285.1, s__Lactobacillus kitasatonis, 95.0, 83.47, 0.245; GCF_000160855.1, s__Lactobacillus helveticus, 95.0, 83.32, 0.214; GCF_900103655.1, s__Lactobacillus kefiranofaciens, 95.0, 82.89, 0.22; GCF_902491705.1, s__Lactobacillus sp902491705, 95.0, 82.88, 0.209; GCF_001436305.1, s__Lactobacillus ultunensis, 95.0, 82.65, 0.213; GCF_034298135.1, s__Lactobacillus acidophilus, 95.0, 82.34, 0.209	95.41	11	N/A	N/A
LV2B000118	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.54	0.918	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.54	0.918	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.8, 0.526; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.45, 0.692; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 83.57, 0.318	95.33	11	N/A	N/A
LV2B000119	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.56	0.917	GCF_007095465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus mulieris	99.56	0.917	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022756575.1, s__Lactobacillus mulieris_A, 95.0, 96.8, 0.526; GCF_001436455.1, s__Lactobacillus jensenii, 95.0, 89.45, 0.693; GCF_000425905.1, s__Lactobacillus psittaci, 95.0, 83.46, 0.317	95.55	11	N/A	N/A
